Category	Field	Description
HOUSING	HOUSING-HC02_VC64	Margin of Error; HOUSING TENURE - Renter-occupied
HOUSING	HOUSING-HC03_VC64	Percent; HOUSING TENURE - Renter-occupied
HOUSING	HOUSING-HC04_VC64	Percent Margin of Error; HOUSING TENURE - Renter-occupied
HOUSING	HOUSING-HC01_VC66	Estimate; HOUSING TENURE - Average household size of owner-occupied unit
HOUSING	HOUSING-HC02_VC66	Margin of Error; HOUSING TENURE - Average household size of owner-occupied unit
HOUSING	HOUSING-HC01_VC67	Estimate; HOUSING TENURE - Average household size of renter-occupied unit
HOUSING	HOUSING-HC02_VC67	Margin of Error; HOUSING TENURE - Average household size of renter-occupied unit
HOUSING	HOUSING-HC01_VC71	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing units
HOUSING	HOUSING-HC02_VC71	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing units
HOUSING	HOUSING-HC03_VC71	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing units
HOUSING	HOUSING-HC01_VC72	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 or later
HOUSING	HOUSING-HC02_VC72	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 or later
HOUSING	HOUSING-HC03_VC72	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 or later
HOUSING	HOUSING-HC04_VC72	Percent Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2010 or later
HOUSING	HOUSING-HC01_VC73	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HOUSING	HOUSING-HC02_VC73	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HOUSING	HOUSING-HC03_VC73	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HOUSING	HOUSING-HC04_VC73	Percent Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 2000 to 2009
HOUSING	HOUSING-HC01_VC74	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HOUSING	HOUSING-HC02_VC74	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HOUSING	HOUSING-HC03_VC74	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HOUSING	HOUSING-HC04_VC74	Percent Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1990 to 1999
HOUSING	HOUSING-HC01_VC75	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HOUSING	HOUSING-HC02_VC75	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HOUSING	HOUSING-HC03_VC75	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HOUSING	HOUSING-HC04_VC75	Percent Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1980 to 1989
HOUSING	HOUSING-HC01_VC76	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1970 to 1979
HOUSING	HOUSING-HC02_VC76	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1970 to 1979
HOUSING	HOUSING-HC03_VC76	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1970 to 1979
HOUSING	HOUSING-HC04_VC76	Percent Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1970 to 1979
HOUSING	HOUSING-HC01_VC77	Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1969 or earlier
HOUSING	HOUSING-HC02_VC77	Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1969 or earlier
HOUSING	HOUSING-HC03_VC77	Percent; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1969 or earlier
HOUSING	HOUSING-HC04_VC77	Percent Margin of Error; YEAR HOUSEHOLDER MOVED INTO UNIT - Moved in 1969 or earlier
HOUSING	HOUSING-HC01_VC81	Estimate; VEHICLES AVAILABLE - Occupied housing units
HOUSING	HOUSING-HC02_VC81	Margin of Error; VEHICLES AVAILABLE - Occupied housing units
HOUSING	HOUSING-HC03_VC81	Percent; VEHICLES AVAILABLE - Occupied housing units
HOUSING	HOUSING-HC01_VC82	Estimate; VEHICLES AVAILABLE - No vehicles available
HOUSING	HOUSING-HC02_VC82	Margin of Error; VEHICLES AVAILABLE - No vehicles available
HOUSING	HOUSING-HC03_VC82	Percent; VEHICLES AVAILABLE - No vehicles available
HOUSING	HOUSING-HC04_VC82	Percent Margin of Error; VEHICLES AVAILABLE - No vehicles available
HOUSING	HOUSING-HC01_VC83	Estimate; VEHICLES AVAILABLE - 1 vehicle available
HOUSING	HOUSING-HC02_VC83	Margin of Error; VEHICLES AVAILABLE - 1 vehicle available
HOUSING	HOUSING-HC03_VC83	Percent; VEHICLES AVAILABLE - 1 vehicle available
HOUSING	HOUSING-HC04_VC83	Percent Margin of Error; VEHICLES AVAILABLE - 1 vehicle available
HOUSING	HOUSING-HC01_VC84	Estimate; VEHICLES AVAILABLE - 2 vehicles available
HOUSING	HOUSING-HC02_VC84	Margin of Error; VEHICLES AVAILABLE - 2 vehicles available
HOUSING	HOUSING-HC03_VC84	Percent; VEHICLES AVAILABLE - 2 vehicles available
HOUSING	HOUSING-HC04_VC84	Percent Margin of Error; VEHICLES AVAILABLE - 2 vehicles available
HOUSING	HOUSING-HC01_VC85	Estimate; VEHICLES AVAILABLE - 3 or more vehicles available
HOUSING	HOUSING-HC02_VC85	Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available
HOUSING	HOUSING-HC03_VC85	Percent; VEHICLES AVAILABLE - 3 or more vehicles available
HOUSING	HOUSING-HC04_VC85	Percent Margin of Error; VEHICLES AVAILABLE - 3 or more vehicles available
HOUSING	HOUSING-HC01_VC89	Estimate; HOUSE HEATING FUEL - Occupied housing units
HOUSING	HOUSING-HC02_VC89	Margin of Error; HOUSE HEATING FUEL - Occupied housing units
HOUSING	HOUSING-HC03_VC89	Percent; HOUSE HEATING FUEL - Occupied housing units
HOUSING	HOUSING-HC01_VC90	Estimate; HOUSE HEATING FUEL - Utility gas
HOUSING	HOUSING-HC02_VC90	Margin of Error; HOUSE HEATING FUEL - Utility gas
HOUSING	HOUSING-HC03_VC90	Percent; HOUSE HEATING FUEL - Utility gas
HOUSING	HOUSING-HC04_VC90	Percent Margin of Error; HOUSE HEATING FUEL - Utility gas
HOUSING	HOUSING-HC01_VC91	"Estimate; HOUSE HEATING FUEL - Bottled, tank, or LP gas"
HOUSING	HOUSING-HC02_VC91	"Margin of Error; HOUSE HEATING FUEL - Bottled, tank, or LP gas"
HOUSING	HOUSING-HC03_VC91	"Percent; HOUSE HEATING FUEL - Bottled, tank, or LP gas"
HOUSING	HOUSING-HC04_VC91	"Percent Margin of Error; HOUSE HEATING FUEL - Bottled, tank, or LP gas"
HOUSING	HOUSING-HC01_VC92	Estimate; HOUSE HEATING FUEL - Electricity
HOUSING	HOUSING-HC02_VC92	Margin of Error; HOUSE HEATING FUEL - Electricity
HOUSING	HOUSING-HC03_VC92	Percent; HOUSE HEATING FUEL - Electricity
HOUSING	HOUSING-HC04_VC92	Percent Margin of Error; HOUSE HEATING FUEL - Electricity
HOUSING	HOUSING-HC01_VC93	"Estimate; HOUSE HEATING FUEL - Fuel oil, kerosene, etc."
HOUSING	HOUSING-HC02_VC93	"Margin of Error; HOUSE HEATING FUEL - Fuel oil, kerosene, etc."
HOUSING	HOUSING-HC03_VC93	"Percent; HOUSE HEATING FUEL - Fuel oil, kerosene, etc."
HOUSING	HOUSING-HC04_VC93	"Percent Margin of Error; HOUSE HEATING FUEL - Fuel oil, kerosene, etc."
HOUSING	HOUSING-HC01_VC94	Estimate; HOUSE HEATING FUEL - Coal or coke
HOUSING	HOUSING-HC02_VC94	Margin of Error; HOUSE HEATING FUEL - Coal or coke
HOUSING	HOUSING-HC03_VC94	Percent; HOUSE HEATING FUEL - Coal or coke
HOUSING	HOUSING-HC04_VC94	Percent Margin of Error; HOUSE HEATING FUEL - Coal or coke
HOUSING	HOUSING-HC01_VC95	Estimate; HOUSE HEATING FUEL - Wood
HOUSING	HOUSING-HC02_VC95	Margin of Error; HOUSE HEATING FUEL - Wood
HOUSING	HOUSING-HC03_VC95	Percent; HOUSE HEATING FUEL - Wood
HOUSING	HOUSING-HC04_VC95	Percent Margin of Error; HOUSE HEATING FUEL - Wood
HOUSING	HOUSING-HC01_VC96	Estimate; HOUSE HEATING FUEL - Solar energy
HOUSING	HOUSING-HC02_VC96	Margin of Error; HOUSE HEATING FUEL - Solar energy
HOUSING	HOUSING-HC03_VC96	Percent; HOUSE HEATING FUEL - Solar energy
HOUSING	HOUSING-HC04_VC96	Percent Margin of Error; HOUSE HEATING FUEL - Solar energy
HOUSING	HOUSING-HC01_VC97	Estimate; HOUSE HEATING FUEL - Other fuel
HOUSING	HOUSING-HC02_VC97	Margin of Error; HOUSE HEATING FUEL - Other fuel
HOUSING	HOUSING-HC03_VC97	Percent; HOUSE HEATING FUEL - Other fuel
HOUSING	HOUSING-HC04_VC97	Percent Margin of Error; HOUSE HEATING FUEL - Other fuel
HOUSING	HOUSING-HC01_VC98	Estimate; HOUSE HEATING FUEL - No fuel used
HOUSING	HOUSING-HC02_VC98	Margin of Error; HOUSE HEATING FUEL - No fuel used
HOUSING	HOUSING-HC03_VC98	Percent; HOUSE HEATING FUEL - No fuel used
HOUSING	HOUSING-HC04_VC98	Percent Margin of Error; HOUSE HEATING FUEL - No fuel used
HOUSING	HOUSING-HC01_VC102	Estimate; SELECTED CHARACTERISTICS - Occupied housing units
HOUSING	HOUSING-HC02_VC102	Margin of Error; SELECTED CHARACTERISTICS - Occupied housing units
HOUSING	HOUSING-HC03_VC102	Percent; SELECTED CHARACTERISTICS - Occupied housing units
HOUSING	HOUSING-HC01_VC103	Estimate; SELECTED CHARACTERISTICS - Lacking complete plumbing facilities
HOUSING	HOUSING-HC02_VC103	Margin of Error; SELECTED CHARACTERISTICS - Lacking complete plumbing facilities
HOUSING	HOUSING-HC03_VC103	Percent; SELECTED CHARACTERISTICS - Lacking complete plumbing facilities
HOUSING	HOUSING-HC04_VC103	Percent Margin of Error; SELECTED CHARACTERISTICS - Lacking complete plumbing facilities
HOUSING	HOUSING-HC01_VC104	Estimate; SELECTED CHARACTERISTICS - Lacking complete kitchen facilities
HOUSING	HOUSING-HC02_VC104	Margin of Error; SELECTED CHARACTERISTICS - Lacking complete kitchen facilities
HOUSING	HOUSING-HC03_VC104	Percent; SELECTED CHARACTERISTICS - Lacking complete kitchen facilities
HOUSING	HOUSING-HC04_VC104	Percent Margin of Error; SELECTED CHARACTERISTICS - Lacking complete kitchen facilities
HOUSING	HOUSING-HC01_VC105	Estimate; SELECTED CHARACTERISTICS - No telephone service available
HOUSING	HOUSING-HC02_VC105	Margin of Error; SELECTED CHARACTERISTICS - No telephone service available
HOUSING	HOUSING-HC03_VC105	Percent; SELECTED CHARACTERISTICS - No telephone service available
HOUSING	HOUSING-HC04_VC105	Percent Margin of Error; SELECTED CHARACTERISTICS - No telephone service available
HOUSING	HOUSING-HC01_VC109	Estimate; OCCUPANTS PER ROOM - Occupied housing units
HOUSING	HOUSING-HC02_VC109	Margin of Error; OCCUPANTS PER ROOM - Occupied housing units
HOUSING	HOUSING-HC03_VC109	Percent; OCCUPANTS PER ROOM - Occupied housing units
HOUSING	HOUSING-HC01_VC110	Estimate; OCCUPANTS PER ROOM - 1.00 or less
HOUSING	HOUSING-HC02_VC110	Margin of Error; OCCUPANTS PER ROOM - 1.00 or less
HOUSING	HOUSING-HC03_VC110	Percent; OCCUPANTS PER ROOM - 1.00 or less
HOUSING	HOUSING-HC04_VC110	Percent Margin of Error; OCCUPANTS PER ROOM - 1.00 or less
HOUSING	HOUSING-HC01_VC111	Estimate; OCCUPANTS PER ROOM - 1.01 to 1.50
HOUSING	HOUSING-HC02_VC111	Margin of Error; OCCUPANTS PER ROOM - 1.01 to 1.50
HOUSING	HOUSING-HC03_VC111	Percent; OCCUPANTS PER ROOM - 1.01 to 1.50
HOUSING	HOUSING-HC04_VC111	Percent Margin of Error; OCCUPANTS PER ROOM - 1.01 to 1.50
HOUSING	HOUSING-HC01_VC112	Estimate; OCCUPANTS PER ROOM - 1.51 or more
HOUSING	HOUSING-HC02_VC112	Margin of Error; OCCUPANTS PER ROOM - 1.51 or more
HOUSING	HOUSING-HC03_VC112	Percent; OCCUPANTS PER ROOM - 1.51 or more
HOUSING	HOUSING-HC04_VC112	Percent Margin of Error; OCCUPANTS PER ROOM - 1.51 or more
HOUSING	HOUSING-HC01_VC116	Estimate; VALUE - Owner-occupied units
HOUSING	HOUSING-HC02_VC116	Margin of Error; VALUE - Owner-occupied units
HOUSING	HOUSING-HC03_VC116	Percent; VALUE - Owner-occupied units
HOUSING	HOUSING-HC01_VC117	"Estimate; VALUE - Less than $50,000"
HOUSING	HOUSING-HC02_VC117	"Margin of Error; VALUE - Less than $50,000"
HOUSING	HOUSING-HC03_VC117	"Percent; VALUE - Less than $50,000"
HOUSING	HOUSING-HC04_VC117	"Percent Margin of Error; VALUE - Less than $50,000"
HOUSING	HOUSING-HC01_VC118	"Estimate; VALUE - $50,000 to $99,999"
HOUSING	HOUSING-HC02_VC118	"Margin of Error; VALUE - $50,000 to $99,999"
HOUSING	HOUSING-HC03_VC118	"Percent; VALUE - $50,000 to $99,999"
HOUSING	HOUSING-HC04_VC118	"Percent Margin of Error; VALUE - $50,000 to $99,999"
HOUSING	HOUSING-HC01_VC119	"Estimate; VALUE - $100,000 to $149,999"
HOUSING	HOUSING-HC02_VC119	"Margin of Error; VALUE - $100,000 to $149,999"
HOUSING	HOUSING-HC03_VC119	"Percent; VALUE - $100,000 to $149,999"
HOUSING	HOUSING-HC04_VC119	"Percent Margin of Error; VALUE - $100,000 to $149,999"
HOUSING	HOUSING-HC01_VC120	"Estimate; VALUE - $150,000 to $199,999"
HOUSING	HOUSING-HC02_VC120	"Margin of Error; VALUE - $150,000 to $199,999"
HOUSING	HOUSING-HC03_VC120	"Percent; VALUE - $150,000 to $199,999"
HOUSING	HOUSING-HC04_VC120	"Percent Margin of Error; VALUE - $150,000 to $199,999"
HOUSING	HOUSING-HC01_VC121	"Estimate; VALUE - $200,000 to $299,999"
HOUSING	HOUSING-HC02_VC121	"Margin of Error; VALUE - $200,000 to $299,999"
HOUSING	HOUSING-HC03_VC121	"Percent; VALUE - $200,000 to $299,999"
HOUSING	HOUSING-HC04_VC121	"Percent Margin of Error; VALUE - $200,000 to $299,999"
HOUSING	HOUSING-HC01_VC122	"Estimate; VALUE - $300,000 to $499,999"
HOUSING	HOUSING-HC02_VC122	"Margin of Error; VALUE - $300,000 to $499,999"
HOUSING	HOUSING-HC03_VC122	"Percent; VALUE - $300,000 to $499,999"
HOUSING	HOUSING-HC04_VC122	"Percent Margin of Error; VALUE - $300,000 to $499,999"
HOUSING	HOUSING-HC01_VC123	"Estimate; VALUE - $500,000 to $999,999"
HOUSING	HOUSING-HC02_VC123	"Margin of Error; VALUE - $500,000 to $999,999"
HOUSING	HOUSING-HC03_VC123	"Percent; VALUE - $500,000 to $999,999"
HOUSING	HOUSING-HC04_VC123	"Percent Margin of Error; VALUE - $500,000 to $999,999"
HOUSING	HOUSING-HC01_VC124	"Estimate; VALUE - $1,000,000 or more"
HOUSING	HOUSING-HC02_VC124	"Margin of Error; VALUE - $1,000,000 or more"
HOUSING	HOUSING-HC03_VC124	"Percent; VALUE - $1,000,000 or more"
HOUSING	HOUSING-HC04_VC124	"Percent Margin of Error; VALUE - $1,000,000 or more"
HOUSING	HOUSING-HC01_VC125	Estimate; VALUE - Median (dollars)
HOUSING	HOUSING-HC02_VC125	Margin of Error; VALUE - Median (dollars)
HOUSING	HOUSING-HC01_VC129	Estimate; MORTGAGE STATUS - Owner-occupied units
HOUSING	HOUSING-HC02_VC129	Margin of Error; MORTGAGE STATUS - Owner-occupied units
HOUSING	HOUSING-HC03_VC129	Percent; MORTGAGE STATUS - Owner-occupied units
HOUSING	HOUSING-HC01_VC130	Estimate; MORTGAGE STATUS - Housing units with a mortgage
HOUSING	HOUSING-HC02_VC130	Margin of Error; MORTGAGE STATUS - Housing units with a mortgage
HOUSING	HOUSING-HC03_VC130	Percent; MORTGAGE STATUS - Housing units with a mortgage
HOUSING	HOUSING-HC04_VC130	Percent Margin of Error; MORTGAGE STATUS - Housing units with a mortgage
HOUSING	HOUSING-HC01_VC131	Estimate; MORTGAGE STATUS - Housing units without a mortgage
HOUSING	HOUSING-HC02_VC131	Margin of Error; MORTGAGE STATUS - Housing units without a mortgage
HOUSING	HOUSING-HC03_VC131	Percent; MORTGAGE STATUS - Housing units without a mortgage
HOUSING	HOUSING-HC04_VC131	Percent Margin of Error; MORTGAGE STATUS - Housing units without a mortgage
HOUSING	HOUSING-HC01_VC135	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - Housing units with a mortgage
HOUSING	HOUSING-HC02_VC135	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Housing units with a mortgage
HOUSING	HOUSING-HC03_VC135	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - Housing units with a mortgage
HOUSING	HOUSING-HC01_VC136	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $300
HOUSING	HOUSING-HC02_VC136	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $300
HOUSING	HOUSING-HC03_VC136	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $300
HOUSING	HOUSING-HC04_VC136	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $300
HOUSING	HOUSING-HC01_VC137	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $499
HOUSING	HOUSING-HC02_VC137	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $499
HOUSING	HOUSING-HC03_VC137	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $499
HOUSING	HOUSING-HC04_VC137	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $499
HOUSING	HOUSING-HC01_VC138	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $500 to $699
HOUSING	HOUSING-HC02_VC138	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $500 to $699
HOUSING	HOUSING-HC03_VC138	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $500 to $699
HOUSING	HOUSING-HC04_VC138	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $500 to $699
HOUSING	HOUSING-HC01_VC139	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $700 to $999
HOUSING	HOUSING-HC02_VC139	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $700 to $999
HOUSING	HOUSING-HC03_VC139	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $700 to $999
HOUSING	HOUSING-HC04_VC139	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $700 to $999
HOUSING	HOUSING-HC01_VC140	"Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,000 to $1,499"
HOUSING	HOUSING-HC02_VC140	"Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,000 to $1,499"
HOUSING	HOUSING-HC03_VC140	"Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,000 to $1,499"
HOUSING	HOUSING-HC04_VC140	"Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,000 to $1,499"
HOUSING	HOUSING-HC01_VC141	"Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,500 to $1,999"
HOUSING	HOUSING-HC02_VC141	"Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,500 to $1,999"
HOUSING	HOUSING-HC03_VC141	"Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,500 to $1,999"
HOUSING	HOUSING-HC04_VC141	"Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $1,500 to $1,999"
HOUSING	HOUSING-HC01_VC142	"Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $2,000 or more"
HOUSING	HOUSING-HC02_VC142	"Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $2,000 or more"
HOUSING	HOUSING-HC03_VC142	"Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $2,000 or more"
HOUSING	HOUSING-HC04_VC142	"Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $2,000 or more"
HOUSING	HOUSING-HC01_VC143	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - Median (dollars)
HOUSING	HOUSING-HC02_VC143	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Median (dollars)
HOUSING	HOUSING-HC01_VC145	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - Housing units without a mortgage
HOUSING	HOUSING-HC02_VC145	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Housing units without a mortgage
HOUSING	HOUSING-HC03_VC145	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - Housing units without a mortgage
HOUSING	HOUSING-HC01_VC146	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $100
HOUSING	HOUSING-HC02_VC146	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $100
HOUSING	HOUSING-HC03_VC146	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $100
HOUSING	HOUSING-HC04_VC146	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Less than $100
HOUSING	HOUSING-HC01_VC147	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $100 to $199
HOUSING	HOUSING-HC02_VC147	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $100 to $199
HOUSING	HOUSING-HC03_VC147	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $100 to $199
HOUSING	HOUSING-HC04_VC147	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $100 to $199
HOUSING	HOUSING-HC01_VC148	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $200 to $299
HOUSING	HOUSING-HC02_VC148	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $200 to $299
HOUSING	HOUSING-HC03_VC148	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $200 to $299
HOUSING	HOUSING-HC04_VC148	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $200 to $299
HOUSING	HOUSING-HC01_VC149	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $399
HOUSING	HOUSING-HC02_VC149	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $399
HOUSING	HOUSING-HC03_VC149	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $399
HOUSING	HOUSING-HC04_VC149	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $300 to $399
HOUSING	HOUSING-HC01_VC150	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - $400 or more
HOUSING	HOUSING-HC02_VC150	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $400 or more
HOUSING	HOUSING-HC03_VC150	Percent; SELECTED MONTHLY OWNER COSTS (SMOC) - $400 or more
HOUSING	HOUSING-HC04_VC150	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - $400 or more
HOUSING	HOUSING-HC01_VC151	Estimate; SELECTED MONTHLY OWNER COSTS (SMOC) - Median (dollars)
HOUSING	HOUSING-HC02_VC151	Margin of Error; SELECTED MONTHLY OWNER COSTS (SMOC) - Median (dollars)
HOUSING	HOUSING-HC01_VC155	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
HOUSING	HOUSING-HC02_VC155	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
HOUSING	HOUSING-HC03_VC155	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)
HOUSING	HOUSING-HC01_VC156	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 20.0 percent
HOUSING	HOUSING-HC02_VC156	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 20.0 percent
HOUSING	HOUSING-HC03_VC156	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 20.0 percent
HOUSING	HOUSING-HC04_VC156	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 20.0 percent
HOUSING	HOUSING-HC01_VC157	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC02_VC157	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC03_VC157	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC04_VC157	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC01_VC158	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC02_VC158	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC03_VC158	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC04_VC158	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC01_VC159	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC02_VC159	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC03_VC159	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC04_VC159	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
